,Correct,Incorrect,Count,Label
incentives,100.0,0.0,1,O
perform,100.0,0.0,2,O
stunt,100.0,0.0,1,O
catch,100.0,0.0,1,O
eye,100.0,0.0,3,O
producers,100.0,0.0,1,O
right-wing,100.0,0.0,3,O
actually,100.0,0.0,3,O
pursue,100.0,0.0,2,O
policies,100.0,0.0,1,O
the GOP,100.0,0.0,1,Organisation
set,100.0,0.0,8,O
arbiters,100.0,0.0,1,O
conservatism,100.0,0.0,2,O
prioritize,100.0,0.0,1,O
disruption,100.0,0.0,3,O
confrontation,100.0,0.0,1,O
governance.,100.0,0.0,1,O
deep,100.0,0.0,3,O
red,100.0,0.0,3,O
districts,100.0,0.0,2,O
gerrymandered,100.0,0.0,1,O
competitive,100.0,0.0,1,O
general,100.0,0.0,6,O
extreme,100.0,0.0,3,O
primary,100.0,0.0,2,O
Former Speaker of the House Nancy Pelosi,100.0,0.0,1,Person
anniversary,100.0,0.0,4,O
Inflation,100.0,0.0,1,O
Reduction,100.0,0.0,1,O
Act,100.0,0.0,1,O
the East Room of the White House,100.0,0.0,1,Location
"Wednesday , August 16 , 2023",100.0,0.0,1,Temporal
kick,100.0,0.0,1,O
Pelosi,100.0,0.0,1,Person
--,100.0,0.0,90,O
outgoing,100.0,0.0,1,O
implicitly,100.0,0.0,1,O
referred,100.0,0.0,2,O
party’s,100.0,0.0,2,O
voters,100.0,0.0,4,O
farewell,100.0,0.0,1,O
ousted,100.0,0.0,1,O
Tuesday night.,100.0,0.0,1,Temporal
governs.,100.0,0.0,1,O
He’s,100.0,0.0,1,O
GOP,100.0,0.0,5,Organisation
so.,100.0,0.0,1,O
Former,100.0,0.0,1,O
Speaker John Boehner,100.0,0.0,1,Person
power,100.0,0.0,11,O
Tea Party,100.0,0.0,1,Organisation
ultimately,100.0,0.0,2,O
absolutism,100.0,0.0,1,O
far-right,100.0,0.0,3,O
fiscal,100.0,0.0,3,O
cliffs,100.0,0.0,1,O
driven,100.0,0.0,2,O
distraction,100.0,0.0,2,O
resignation,100.0,0.0,3,O
task.,100.0,0.0,1,O
Wisconsin Rep. Paul Ryan,100.0,0.0,1,Person
appeal,100.0,0.0,3,O
wings,100.0,0.0,1,O
party.,100.0,0.0,1,O
crushed,100.0,0.0,1,O
refusal,100.0,0.0,1,O
conference’s,100.0,0.0,2,O
permit,100.0,0.0,1,O
the US political system. Ryan,100.0,0.0,1,Person
cope,100.0,0.0,1,O
ideological,100.0,0.0,1,O
overtaken,100.0,0.0,1,O
“America,100.0,0.0,1,O
First”,100.0,0.0,1,O
cultural,100.0,0.0,1,O
profligacy,100.0,0.0,1,O
Trump,100.0,0.0,2,Person
transformed,100.0,0.0,1,O
vehicle,100.0,0.0,1,O
nationalism,100.0,0.0,1,O
2016,100.0,0.0,2,Temporal
impediment,100.0,0.0,1,O
legislative,100.0,0.0,1,O
potential,100.0,0.0,16,O
provides,100.0,0.0,3,O
extremist,100.0,0.0,1,O
flamethrowers,100.0,0.0,1,O
leverage,100.0,0.0,2,O
Because,100.0,0.0,3,O
votes,100.0,0.0,4,O
bill,100.0,0.0,2,O
party-line,100.0,0.0,1,O
whip,100.0,0.0,1,O
winning,100.0,0.0,1,O
Democrats.,100.0,0.0,1,O
a debt default,100.0,0.0,1,Money
rely,100.0,0.0,2,O
Democratic,100.0,0.0,2,O
critically,100.0,0.0,1,O
can’t,100.0,0.0,1,O
deliver,100.0,0.0,8,O
predicted,100.0,0.0,1,O
“red,100.0,0.0,1,O
wave”,100.0,0.0,1,O
landslide,100.0,0.0,1,O
last year’s midterm elections,100.0,0.0,1,Temporal
contributed,100.0,0.0,1,O
demise.,100.0,0.0,1,O
mathematics,100.0,0.0,1,O
retain,100.0,0.0,1,O
though,100.0,0.0,6,O
eight,100.0,0.0,2,O
voted,100.0,0.0,3,O
Democrats,100.0,0.0,2,O
him.,100.0,0.0,1,O
10-seat,100.0,0.0,1,O
alone,100.0,0.0,1,O
expecting,100.0,0.0,1,O
last year,100.0,0.0,1,Temporal
survived,100.0,0.0,2,O
flank,100.0,0.0,3,O
they’d,100.0,0.0,1,O
wise,100.0,0.0,1,O
ignore,100.0,0.0,1,O
moderate,100.0,0.0,1,O
wing,100.0,0.0,1,O
furious,100.0,0.0,2,O
ouster,100.0,0.0,1,O
boosted,100.0,0.0,1,O
campaigns,100.0,0.0,1,O
prodigious,100.0,0.0,1,O
fundraising.,100.0,0.0,1,O
Even,100.0,0.0,1,O
importantly,100.0,0.0,2,O
swing,100.0,0.0,2,O
reelection,100.0,0.0,2,O
disappear,100.0,0.0,1,O
chaos,100.0,0.0,1,O
provokes,100.0,0.0,1,O
voter,100.0,0.0,1,O
fury,100.0,0.0,1,O
Rep. Mike Lawler,100.0,0.0,1,Person
a New York district,100.0,0.0,1,Location
Biden,100.0,0.0,2,Person
2020,100.0,0.0,2,Temporal
calling,100.0,0.0,3,O
Gaetz,100.0,0.0,1,Person
expelled,100.0,0.0,2,O
Republican conference.,100.0,0.0,1,Organisation
freshman,100.0,0.0,1,O
warned,100.0,0.0,2,O
on Wednesday,100.0,0.0,1,Temporal
tackling,100.0,0.0,1,O
southern border,100.0,0.0,1,Location
reining,100.0,0.0,1,O
spending,100.0,0.0,1,O
confronting,100.0,0.0,1,O
American,100.0,0.0,3,O
expect,100.0,0.0,4,O
govern,100.0,0.0,1,O
Lawler,100.0,0.0,2,Person
CNN’s Wolf Blitzer,100.0,0.0,1,Person
urging,100.0,0.0,1,O
choosing,100.0,0.0,2,O
speaker.,100.0,0.0,1,O
“They,100.0,0.0,1,O
boy,100.0,0.0,1,O
pants,100.0,0.0,1,O
agreement.”,100.0,0.0,1,O
Then,100.0,0.0,3,O
factor,100.0,0.0,1,O
figure,100.0,0.0,2,O
Trump.,100.0,0.0,1,Person
the ex-president,100.0,0.0,1,Person
popular,100.0,0.0,1,O
therefore,100.0,0.0,1,O
exert,100.0,0.0,1,O
influence,100.0,0.0,4,O
lawmakers,100.0,0.0,2,O
emulate,100.0,0.0,1,O
chaotic,100.0,0.0,1,O
brand,100.0,0.0,1,O
antics,100.0,0.0,1,O
mention,100.0,0.0,1,O
indictments,100.0,0.0,1,O
alienate,100.0,0.0,1,O
colleagues,100.0,0.0,4,O
counting,100.0,0.0,1,O
Adding,100.0,0.0,1,O
circus,100.0,0.0,1,O
appearance,100.0,0.0,2,O
Capitol Hill,100.0,0.0,1,Organisation
the coming days,100.0,0.0,1,Temporal
CNN’s Kristen Holmes,100.0,0.0,1,Person
decisions,100.0,0.0,3,O
Truth,100.0,0.0,1,O
Social,100.0,0.0,1,O
the former president,100.0,0.0,1,Person
pledged,100.0,0.0,1,O
“do,100.0,0.0,1,O
whatever,100.0,0.0,1,O
the Speaker of the House,100.0,0.0,1,Organisation
process.”,100.0,0.0,1,O
headache,100.0,0.0,1,O
the new Republican speaker,100.0,0.0,1,Person
around $ 20 billion,100.0,0.0,1,Money
funding,100.0,0.0,22,O
lift,100.0,0.0,1,O
favor,100.0,0.0,1,O
ammunition pipeline,100.0,0.0,1,Weapon
raised,100.0,0.0,3,O
concerns,100.0,0.0,3,O
hardened,100.0,0.0,1,O
attitude,100.0,0.0,1,O
"Soldiers of the 47th Brigade , tank department",100.0,0.0,1,Organisation
the Leopard 2,100.0,0.0,1,MilitaryPlatform
the Tokmak front,100.0,0.0,1,Location
Russia-Ukraine,100.0,0.0,2,Location
"Zaporizhia 's Oblast , Ukraine",100.0,0.0,1,Location
"September 16 , 2023",100.0,0.0,1,Temporal
keep,100.0,0.0,9,O
flowing,100.0,0.0,1,O
publicly,100.0,0.0,2,O
interview,100.0,0.0,3,O
CNN’s Manu Raju Wednesday,100.0,0.0,1,Temporal
opposed,100.0,0.0,1,O
warning,100.0,0.0,3,O
Americans,100.0,0.0,1,Organisation
the southern border.,100.0,0.0,1,Location
Foreign Affairs Chairman Michael McCaul,100.0,0.0,1,Person
Raju,100.0,0.0,1,Person
Texas delegation,100.0,0.0,1,Organisation
negotiation.,100.0,0.0,1,O
Scalise,100.0,0.0,1,Person
supportive,100.0,0.0,2,O
aid.,100.0,0.0,2,O
demands,100.0,0.0,2,O
send,100.0,0.0,6,O
money.,100.0,0.0,1,O
vote,100.0,0.0,3,O
late September,100.0,0.0,1,Temporal
comparatively,100.0,0.0,1,O
$ 300 million,100.0,0.0,1,Money
117,100.0,0.0,1,O
half,100.0,0.0,6,O
The world,100.0,0.0,1,Organisation
lot,100.0,0.0,6,O
the speaker’s,100.0,0.0,1,Person
brings,100.0,0.0,2,O
loftier,100.0,0.0,1,O
presidency,100.0,0.0,1,O
the House.,100.0,0.0,1,Organisation
Republican speaker,100.0,0.0,1,Person
aide,100.0,0.0,1,O
help.,100.0,0.0,1,O
$ 6 billion,100.0,0.0,1,Money
payment,100.0,0.0,1,O
Biden’s,100.0,0.0,1,Person
request,100.0,0.0,3,O
legislation,100.0,0.0,2,O
averted,100.0,0.0,1,O
forthcoming,100.0,0.0,2,O
wider,100.0,0.0,4,O
package,100.0,0.0,1,O
financed,100.0,0.0,1,O
greater,100.0,0.0,4,O
the southern border,100.0,0.0,1,Location
creative,100.0,0.0,2,O
solutions,100.0,0.0,5,O
require,100.0,0.0,4,O
Republican Party,100.0,0.0,1,Organisation
willing,100.0,0.0,6,O
dilute,100.0,0.0,1,O
purist,100.0,0.0,1,O
good.,100.0,0.0,1,O
flexibility,100.0,0.0,3,O
fatal,100.0,0.0,1,O
flaw,100.0,0.0,1,O
a top Ukrainian police official,100.0,0.0,1,Person
the country’s president,100.0,0.0,1,Person
“inhuman”,100.0,0.0,1,O
“deliberate.”,100.0,0.0,1,O
Kupiansk,100.0,0.0,1,Location
Ukrainian officials,100.0,0.0,4,Organisation
powerful,100.0,0.0,4,O
Iskander ballistic missile,100.0,0.0,1,Weapon
a 6-year-old boy,100.0,0.0,1,Person
a Russian attack,100.0,0.0,1,MilitaryPlatform
a railway station in Kramatorsk,100.0,0.0,1,Location
early 2022,100.0,0.0,1,Temporal
“All,100.0,0.0,1,O
local,100.0,0.0,13,O
civilians.,100.0,0.0,1,O
a single military object,100.0,0.0,1,MilitaryPlatform
a single military vehicle.,100.0,0.0,1,MilitaryPlatform
Sergey Bolvinov,100.0,0.0,1,Person
investigator,100.0,0.0,1,O
Kharkiv’s regional police,100.0,0.0,1,Organisation
Investigators,100.0,0.0,1,O
forensic,100.0,0.0,1,O
the night,100.0,0.0,1,Temporal
count,100.0,0.0,3,O
bad,100.0,0.0,1,O
condition,100.0,0.0,1,O
due,100.0,0.0,6,O
blast,100.0,0.0,2,O
whose,100.0,0.0,3,O
crouching,100.0,0.0,1,O
body,100.0,0.0,6,O
shaken,100.0,0.0,1,O
speak,100.0,0.0,3,O
unable,100.0,0.0,4,O
side.,100.0,0.0,1,O
emergency services,100.0,0.0,1,Organisation
onto,100.0,0.0,1,O
truck,100.0,0.0,1,O
town of Avdiivka,100.0,0.0,1,Location
eastern Ukraine.,100.0,0.0,2,Location
jets,100.0,0.0,1,MilitaryPlatform
reportedly,100.0,0.0,1,O
largest-scale,100.0,0.0,1,O
area.,100.0,0.0,1,O
The General Staff of Ukraine,100.0,0.0,1,Organisation
repel,100.0,0.0,2,O
Avdiivka,100.0,0.0,11,Location
Tuesday.,100.0,0.0,1,O
Serhiy Tsekhovsky,100.0,0.0,1,Person
59th brigade,100.0,0.0,1,Organisation
BBC.,100.0,0.0,1,Organisation
dealt,100.0,0.0,1,O
[,100.0,0.0,2,O
rocket launchers,100.0,0.0,1,Weapon
tanks,100.0,0.0,1,MilitaryPlatform
gateway,100.0,0.0,1,O
city of Donetsk,100.0,0.0,1,Location
capital,100.0,0.0,1,O
Ukraine 's eastern Donbas region.,100.0,0.0,1,Location
proxy forces,100.0,0.0,1,MilitaryPlatform
Donetsk city,100.0,0.0,1,Location
resources,100.0,0.0,5,O
capturing,100.0,0.0,1,O
role.,100.0,0.0,2,O
result,100.0,0.0,5,O
the town of Avdiivka,100.0,0.0,1,Location
symbol,100.0,0.0,2,O
resilience,100.0,0.0,3,O
Volodymyr Zelensky,100.0,0.0,1,Person
photos,100.0,0.0,1,O
ground.,100.0,0.0,5,O
courage,100.0,0.0,1,O
determine,100.0,0.0,1,O
residential,100.0,0.0,3,O
relentlessly,100.0,0.0,2,O
pummelled,100.0,0.0,1,O
Apartment,100.0,0.0,1,O
blocks,100.0,0.0,2,O
hospital,100.0,0.0,1,O
complains.,100.0,0.0,1,O
adds.,100.0,0.0,1,O
12 KAB-500 bombs,100.0,0.0,1,Weapon
dropped,100.0,0.0,1,O
town.,100.0,0.0,1,O
verify,100.0,0.0,1,O
comments.,100.0,0.0,1,O
"1,600",100.0,0.0,1,O
Avdiivka.,100.0,0.0,1,Location
basements,100.0,0.0,1,O
good,100.0,0.0,6,O
protection.,100.0,0.0,1,O
Mr Barabash,100.0,0.0,1,Person
feared,100.0,0.0,1,O
rubble.,100.0,0.0,1,O
seizing,100.0,0.0,1,O
the villages of Berdyche and Stepove,100.0,0.0,1,Location
the villages of Tonenke and Severne,100.0,0.0,1,Location
improved,100.0,0.0,7,O
Russian military,100.0,0.0,4,Organisation
report,100.0,0.0,7,O
Stepove. Ukraine 's military,100.0,0.0,1,Organisation
encircle,100.0,0.0,2,O
the city of Avdiivka,100.0,0.0,1,Location
fortified,100.0,0.0,1,O
harder.,100.0,0.0,1,O
reason,100.0,0.0,4,O
rest,100.0,0.0,2,O
Ukrainian-controlled territories,100.0,0.0,1,Location
Kupyansk,100.0,0.0,1,Location
Kharkiv region,100.0,0.0,1,Location
Lyman in Donetsk region,100.0,0.0,1,Location
Analysts,100.0,0.0,1,O
Institute of Study of War,100.0,0.0,1,Organisation
fixing,100.0,0.0,1,O
redeploying,100.0,0.0,1,O
particularly,100.0,0.0,4,O
Poland 's,100.0,0.0,4,Location
highest-ranking,100.0,0.0,1,O
resigned,100.0,0.0,2,O
election,100.0,0.0,4,O
neighbouring,100.0,0.0,3,O
"The army 's Chief of General Staff , Gen Rajmund Andrzejczak",100.0,0.0,1,Person
Operational Commander Gen Tomasz Piotrowski,100.0,0.0,1,Person
Media,100.0,0.0,1,O
politicise,100.0,0.0,1,O
The government,100.0,0.0,1,Organisation
claim.,100.0,0.0,1,O
rejects,100.0,0.0,1,O
accusations,100.0,0.0,1,O
politicising,100.0,0.0,1,O
judiciary,100.0,0.0,1,O
curbing,100.0,0.0,1,O
freedoms,100.0,0.0,1,O
“Why,100.0,0.0,1,O
Europe,100.0,0.0,3,Location
General Rajmund Andrzejczak,100.0,0.0,1,Person
...,100.0,0.0,16,O
spokeswoman,100.0,0.0,1,O
Col Joanna Klejszmit,100.0,0.0,1,Person
Like,100.0,0.0,3,O
resign,100.0,0.0,1,O
added.,100.0,0.0,3,O
Gen Piotrowski,100.0,0.0,2,Person
tendered,100.0,0.0,1,O
The daily Rzeczpospolita,100.0,0.0,1,Organisation
newspapers,100.0,0.0,1,O
reported,100.0,0.0,1,O
generals,100.0,0.0,2,O
Defence Minister Mariusz Blaszczak,100.0,0.0,1,Person
politicisation,100.0,0.0,1,O
row,100.0,0.0,3,O
May,100.0,0.0,3,Temporal
Mr Blaszczak,100.0,0.0,2,Person
inform,100.0,0.0,1,O
December,100.0,0.0,3,Temporal
unarmed,100.0,0.0,1,O
airspace,100.0,0.0,1,O
Belarus,100.0,0.0,1,Location
kilometres,100.0,0.0,1,O
crashing,100.0,0.0,1,O
forest.,100.0,0.0,1,O
discovered,100.0,0.0,2,O
considerable,100.0,0.0,2,O
embarrassment,100.0,0.0,1,O
commented,100.0,0.0,2,O
Rzeczpospolita,100.0,0.0,1,Organisation
Poles,100.0,0.0,1,O
voting,100.0,0.0,2,O
opposition,100.0,0.0,2,O
Donald Tusk,100.0,0.0,1,Person
billed,100.0,0.0,1,O
1989,100.0,0.0,1,Temporal
communism,100.0,0.0,1,O
United Right,100.0,0.0,1,Organisation
the Law and Justice party of Jaroslaw Kaczynski,100.0,0.0,1,Organisation
seeking,100.0,0.0,1,O
term,100.0,0.0,2,O
narrowed,100.0,0.0,1,O
campaign,100.0,0.0,6,O
housing,100.0,0.0,1,O
refugees,100.0,0.0,2,O
$ 3bn,100.0,0.0,2,Money
£2.4bn,100.0,0.0,1,Money
weapons.,100.0,0.0,1,MilitaryPlatform
relations,100.0,0.0,4,O
frayed,100.0,0.0,1,O
ban,100.0,0.0,1,O
imports,100.0,0.0,1,O
Warsaw,100.0,0.0,1,Location
rebuilding,100.0,0.0,2,O
depleted,100.0,0.0,2,O
stocks,100.0,0.0,7,O
UN 's,100.0,0.0,2,Organisation
rights,100.0,0.0,12,O
council,100.0,0.0,3,O
hoped,100.0,0.0,1,O
three-year,100.0,0.0,1,O
highlight,100.0,0.0,3,O
divisions,100.0,0.0,1,O
states,100.0,0.0,6,O
Bulgaria,100.0,0.0,3,Location
allocated,100.0,0.0,2,O
Eastern,100.0,0.0,2,O
83,100.0,0.0,1,O
assembly,100.0,0.0,2,O
160,100.0,0.0,1,O
123.,100.0,0.0,1,O
Earlier,100.0,0.0,1,O
Albania 's ambassador Ferit Hoxha,100.0,0.0,1,Person
arsonist,100.0,0.0,1,O
firefighter,100.0,0.0,1,O
adequate,100.0,0.0,1,O
becoming,100.0,0.0,2,O
instrument,100.0,0.0,3,O
wills,100.0,0.0,1,O
understood,100.0,0.0,1,O
reference,100.0,0.0,1,O
West,100.0,0.0,1,O
regain,100.0,0.0,1,O
credibility,100.0,0.0,3,O
accused,100.0,0.0,5,O
widespread,100.0,0.0,1,O
abuses,100.0,0.0,1,O
developing,100.0,0.0,4,O
secret,100.0,0.0,1,O
ballot,100.0,0.0,1,O
suggesting,100.0,0.0,2,O
privately,100.0,0.0,1,O
sympathised,100.0,0.0,1,O
avoided,100.0,0.0,1,O
angering,100.0,0.0,1,O
aggressively,100.0,0.0,1,O
offering,100.0,0.0,4,O
votes.,100.0,0.0,1,O
"Moscow 's ambassador to the UN , Vassily Nebenzia",100.0,0.0,1,Person
returning,100.0,0.0,1,O
council.,100.0,0.0,1,O
suspended,100.0,0.0,2,O
April 2022,100.0,0.0,2,Temporal
93,100.0,0.0,1,O
58,100.0,0.0,1,O
abstaining,100.0,0.0,1,O
consist,100.0,0.0,1,O
Burundi,100.0,0.0,1,Location
the Ivory Coast,100.0,0.0,1,Location
Cuba,100.0,0.0,1,Location
Dominican Republic,100.0,0.0,1,Location
Ghana,100.0,0.0,1,Location
Indonesia,100.0,0.0,2,Location
the Netherlands,100.0,0.0,1,Location
Ukraine 's Kakhovka dam,100.0,0.0,1,Location
blown,100.0,0.0,1,O
floods,100.0,0.0,1,O
homes,100.0,0.0,2,O
farmland,100.0,0.0,1,O
drinking,100.0,0.0,3,O
water.,100.0,0.0,2,O
facing,100.0,0.0,3,O
destruction.,100.0,0.0,1,O
Svitlana Kridiner,100.0,0.0,1,Person
dam,100.0,0.0,5,O
collapse,100.0,0.0,2,O
knew,100.0,0.0,2,O
flooded.,100.0,0.0,1,O
her.,100.0,0.0,1,O
17:00,100.0,0.0,1,O
8 June,100.0,0.0,1,Temporal
quickly.,100.0,0.0,1,O
livestock,100.0,0.0,1,O
cows,100.0,0.0,4,O
dogs,100.0,0.0,1,O
ducklings,100.0,0.0,1,O
milking,100.0,0.0,1,O
kits,100.0,0.0,1,O
generator,100.0,0.0,2,O
possessions,100.0,0.0,1,O
behind,100.0,0.0,4,O
lost.,100.0,0.0,1,O
52-year-old,100.0,0.0,2,O
farmer,100.0,0.0,2,O
husband,100.0,0.0,3,O
Vasyl,100.0,0.0,1,Person
devoted,100.0,0.0,1,O
herd,100.0,0.0,1,O
calves,100.0,0.0,1,O
engulf,100.0,0.0,1,O
farm.,100.0,0.0,2,O
Afanasiivka,100.0,0.0,1,Location
70km,100.0,0.0,1,O
45,100.0,0.0,2,O
Svitlana,100.0,0.0,1,Person
barn,100.0,0.0,1,O
ceiling,100.0,0.0,1,O
hay,100.0,0.0,3,O
feed,100.0,0.0,1,O
destroyed.,100.0,0.0,2,O
animal,100.0,0.0,1,O
feed.,100.0,0.0,1,O
rose,100.0,0.0,1,O
metres,100.0,0.0,1,O
farm,100.0,0.0,2,O
Only,100.0,0.0,2,O
floor,100.0,0.0,1,O
washed,100.0,0.0,1,O
walls,100.0,0.0,2,O
standing.,100.0,0.0,1,O
Svitlana 's village,100.0,0.0,1,Location
flood-hit,100.0,0.0,1,O
contaminated,100.0,0.0,1,O
ammunition.,100.0,0.0,1,O
rocket,100.0,0.0,2,Weapon
stuck,100.0,0.0,2,O
meadows.,100.0,0.0,1,O
mow,100.0,0.0,3,O
the middle of Svitlana 's hay meadow,100.0,0.0,1,Location
The Ukrainian government,100.0,0.0,1,Organisation
compensation,100.0,0.0,1,O
flood,100.0,0.0,2,O
"5,000",100.0,0.0,1,O
hryvnia,100.0,0.0,1,O
offered,100.0,0.0,1,O
equivalent,100.0,0.0,1,O
$ 135,100.0,0.0,1,Money
£110,100.0,0.0,1,Money
nowhere,100.0,0.0,1,O
repair,100.0,0.0,1,O
everything.Somehow,100.0,0.0,1,O
disheartened.,100.0,0.0,1,O
Maybe,100.0,0.0,2,O
loan,100.0,0.0,1,O
buy,100.0,0.0,1,O
more.,100.0,0.0,4,O
assured.,100.0,0.0,1,O
Her,100.0,0.0,3,O
optimism,100.0,0.0,1,O
Vadym Sheremet,100.0,0.0,2,Person
ruins,100.0,0.0,1,O
the village of Pavlo-Marianivka,100.0,0.0,1,Location
fireplace,100.0,0.0,1,O
pointing,100.0,0.0,1,O
pile,100.0,0.0,1,O
bricks,100.0,0.0,1,O
chimney,100.0,0.0,1,O
debris.,100.0,0.0,1,O
happy,100.0,0.0,3,O
trails,100.0,0.0,1,O
remembering,100.0,0.0,1,O
days.,100.0,0.0,1,O
rebuild,100.0,0.0,2,O
flood-water,100.0,0.0,1,O
hit.,100.0,0.0,1,O
roof,100.0,0.0,1,O
house,100.0,0.0,2,O
crops.,100.0,0.0,1,O
grew,100.0,0.0,1,O
wheat,100.0,0.0,1,O
barley,100.0,0.0,1,O
sunflowers.,100.0,0.0,1,O
again.,100.0,0.0,1,O
Vadym 's village,100.0,0.0,1,Location
occupation,100.0,0.0,1,O
250,100.0,0.0,1,O
hectares,100.0,0.0,2,O
harvest.,100.0,0.0,1,O
burnt,100.0,0.0,1,O
all.,100.0,0.0,1,O
blow,100.0,0.0,1,O
spring,100.0,0.0,1,O
gave,100.0,0.0,3,O
sowed,100.0,0.0,1,O
however,100.0,0.0,3,O
was.,100.0,0.0,1,O
came.,100.0,0.0,1,O
impact,100.0,0.0,7,O
explosion,100.0,0.0,3,O
human-caused,100.0,0.0,1,O
disasters,100.0,0.0,2,O
US research institute,100.0,0.0,1,Organisation
the Wilson Centre.,100.0,0.0,1,Location
oblasts,100.0,0.0,1,O
Ukraine - Kherson,100.0,0.0,1,Location
Zaporizhzhia,100.0,0.0,1,Location
Dnipropetrovsk,100.0,0.0,1,Location
unusable,100.0,0.0,1,O
Damage,100.0,0.0,1,O
estimated,100.0,0.0,6,O
$ 2bn,100.0,0.0,1,Money
£1.6bn,100.0,0.0,1,Money
excluding,100.0,0.0,1,O
cost,100.0,0.0,1,O
Ukrainian authorities.,100.0,0.0,1,Organisation
two-thirds,100.0,0.0,1,O
affected,100.0,0.0,5,O
Russian-occupied,100.0,0.0,1,O
flooding,100.0,0.0,1,O
bank,100.0,0.0,1,O
lower.,100.0,0.0,1,O
Watch,100.0,0.0,1,O
iPlayer,100.0,0.0,1,O
After,100.0,0.0,2,O
Kakhovka,100.0,0.0,1,Location
The Kakhovka dam,100.0,0.0,1,Location
vast,100.0,0.0,1,O
reservoir,100.0,0.0,1,O
irrigate,100.0,0.0,1,O
farms,100.0,0.0,1,O
the United Nations,100.0,0.0,1,Organisation
unlikely,100.0,0.0,1,O
rain,100.0,0.0,2,O
crops,100.0,0.0,1,O
digging,100.0,0.0,2,O
wells,100.0,0.0,1,O
groups.,100.0,0.0,1,O
Vadym,100.0,0.0,2,Person
ploughing,100.0,0.0,1,O
fields,100.0,0.0,1,O
lay,100.0,0.0,1,O
community.,100.0,0.0,1,O
Everything,100.0,0.0,1,O
Vadim.,100.0,0.0,1,Person
Life,100.0,0.0,1,O
wonderful.,100.0,0.0,1,O
stronger.,100.0,0.0,1,O
Family,100.0,0.0,1,O
handout,100.0,0.0,1,O
Ivan Sheremet,100.0,0.0,1,Person
southern Ukraine,100.0,0.0,1,Location
20.,100.0,0.0,1,O
Vadym 's,100.0,0.0,1,Person
received,100.0,0.0,4,O
news.,100.0,0.0,1,O
20-year-old,100.0,0.0,1,O
Ivan,100.0,0.0,1,Person
home.,100.0,0.0,1,O
Vadim,100.0,0.0,1,Person
munition,100.0,0.0,1,MilitaryPlatform
confirm,100.0,0.0,2,O
moment.,100.0,0.0,2,O
the United Nations.,100.0,0.0,1,Organisation
the Red Cross 's,100.0,0.0,1,Organisation
contamination,100.0,0.0,1,O
Erik Tollefsen,100.0,0.0,1,Person
dislodged,100.0,0.0,1,O
exacerbating,100.0,0.0,1,O
problem.,100.0,0.0,1,O
were.,100.0,0.0,1,O
don't.,100.0,0.0,1,O
somewhere,100.0,0.0,2,O
downstream,100.0,0.0,1,O
the AFP news agency. Ukrainian government,100.0,0.0,1,Organisation
blamed,100.0,0.0,1,O
destruction,100.0,0.0,1,O
dam.,100.0,0.0,1,O
burst,100.0,0.0,1,O
Norwegian agency,100.0,0.0,1,Organisation
seismic,100.0,0.0,1,O
indicated,100.0,0.0,1,O
registered.,100.0,0.0,1,O
Experts,100.0,0.0,1,O
firm,100.0,0.0,1,O
Global Rights Compliance,100.0,0.0,1,Organisation
implementing,100.0,0.0,3,O
Western-backed,100.0,0.0,1,O
accountability,100.0,0.0,1,O
visited,100.0,0.0,3,O
Kherson region,100.0,0.0,1,Location
10 to 11 June,100.0,0.0,1,Temporal
International Criminal Court.,100.0,0.0,1,Organisation
concluded,100.0,0.0,5,O
upset,100.0,0.0,1,O
straight,100.0,0.0,1,O
Ivan 's,100.0,0.0,1,Person
courtyard,100.0,0.0,1,O
sitting,100.0,0.0,1,O
tractor.,100.0,0.0,1,O
vowed,100.0,0.0,3,O
Ivan.,100.0,0.0,1,Person
deserve,100.0,0.0,1,O
peaceful,100.0,0.0,2,O
flourishing,100.0,0.0,1,O
hacktivist groups,100.0,0.0,1,Organisation
de-escalate,100.0,0.0,1,O
comply,100.0,0.0,3,O
rules,100.0,0.0,10,O
engagement,100.0,0.0,4,O
watchdog,100.0,0.0,1,O
International Committee of the Red Cross ( ICRC ),100.0,0.0,1,Organisation
list,100.0,0.0,1,O
Dubbed,100.0,0.0,1,O
Geneva,100.0,0.0,1,O
Code,100.0,0.0,1,O
cyber-war,100.0,0.0,1,O
criticised,100.0,0.0,2,O
unworkable,100.0,0.0,1,O
steady,100.0,0.0,2,O
stream,100.0,0.0,1,O
disruptive,100.0,0.0,4,O
varying,100.0,0.0,1,O
degrees,100.0,0.0,1,O
Hacktivist,100.0,0.0,1,O
groups,100.0,0.0,11,O
unsophisticated,100.0,0.0,1,O
forms,100.0,0.0,3,O
cyber-attack,100.0,0.0,1,O
temporarily,100.0,0.0,1,O
disrupted,100.0,0.0,1,O
banks,100.0,0.0,2,O
companies,100.0,0.0,4,O
pharmacies,100.0,0.0,1,O
hospitals,100.0,0.0,1,O
networks,100.0,0.0,3,O
citizens,100.0,0.0,3,O
soft,100.0,0.0,1,O
hacktivists,100.0,0.0,1,O
sides,100.0,0.0,3,O
revelled,100.0,0.0,1,O
friction,100.0,0.0,1,O
collecting,100.0,0.0,1,O
posts,100.0,0.0,1,O
vowing,100.0,0.0,1,O
ICRC,100.0,0.0,1,Organisation
hacker,100.0,0.0,1,O
affect,100.0,0.0,6,O
the BBC,100.0,0.0,4,Organisation
infamous,100.0,0.0,1,O
